title:"Real-Time Physiological Correction Ratio between Fluorescence and Chlorophyll-a Dataset"
summary:"Dataset containing the climatological physiological correction ratio between fluorescence and chlorophyll-a, at global scale and on a regular 1�x1� grid."
institution:"Sorbonne Universite/CNRS"
source:"SOCA-based climatologies of fluorescence and light (Sauzede et al., 2016; Renosh et al., 2023; Sauzede et al., 2025)"
-50,-65,3.2658123623038593,0.6083480618998893
-50,-64,3.5184138254670674,0.7422811415394514
-50,-63,3.632433387156856,0.6770747337684865
-50,-62,3.632433387156856,0.6770747337684865
-50,-61,3.632433387156856,0.6770747337684865
-50,-60,3.632433387156856,0.6770747337684865
-50,-59,3.632433387156856,0.6770747337684865
-50,-58,3.6732734788653914,0.6173916169899905
-50,-57,4.0112514442567635,0.709594994602193
-50,-56,4.0112514442567635,0.709594994602193
-50,-55,4.051305578426235,0.6544963344697134
-50,-54,4.195275266224437,0.6585916496251971
-50,-53,4.222886531473809,0.6493790515869516
-50,-52,4.219415609280929,0.6511402753677444
-50,-51,4.241218362478024,0.5655318517228618
-50,-50,4.306339821382945,0.5768141255026245
-50,-49,4.220217129039336,0.5458948863988335
-50,-48,4.185182043644746,0.45252271080253315
-50,-47,4.25975042629994,0.4228163826565958
-50,-46,4.199048611503486,0.47906362823021215
-50,-45,4.164411970466356,0.4686519994630466
-50,-44,4.245506041241842,0.43783526767516445
-50,-43,4.413507402175941,0.4401934777654693
-50,-42,4.4873058798307754,0.4430763691823004
-50,-41,4.440413346651093,0.5102070246428727
-50,-40,3.864899973596468,0.6731869640666512
-50,-39,3.6573369686971056,0.7312228551945393
-50,-38,3.992309534987162,0.6480067409649743
-50,-37,4.099514053361977,0.6268221870740219
-50,-36,4.067977829363072,0.5294979554244155
-50,-35,3.9665204002939753,0.3285415069843808
-50,-34,3.9493372261242534,0.3473923977165624
-50,-33,4.007911796108814,0.3472461008226191
-50,-32,4.0959284850394155,0.4193240358139568
-50,-31,4.132312120738316,0.49805213534556814
-50,-30,4.183354103699779,0.46969049034355576
-50,-29,4.3670755123399845,0.4689404847534489
-50,-28,4.45745664967226,0.5161008171297585
-50,-27,4.4598669226178895,0.49834447706679474
-50,-26,4.4847577378791215,0.5164998132631335
-50,-25,4.532789096852022,0.5078525137856088
-50,-24,4.641571877788944,0.5421582488064829
-50,-23,4.668146887737377,0.6006901155192979
-50,-22,4.618640952638541,0.6402547299599457
-50,-21,4.622029173268825,0.6993029312228807
-50,-20,4.671787062413235,0.6214690753674317
-50,-19,4.615910661204659,0.5315547693897649
-50,-18,4.584054217760516,0.5073533845863301
-50,-17,4.659724365745481,0.5096002363368071
-50,-16,4.645127284695352,0.4586436108767327
-50,-15,4.70182416625686,0.5419441257548279
-50,-14,4.7807263674122495,0.5674917933437045
-50,-13,4.801407596391831,0.4904357273502311
-50,-12,4.81211944435008,0.5139051591794332
-50,-11,4.7054939987031315,0.45225531277902575
-50,-10,4.54366960766108,0.4341231929919622
-50,-9,4.438821569803354,0.4554061074769153
-50,-8,4.354860010620478,0.475629239836917
-50,-7,4.2946946129969055,0.41828961054276337
-50,-6,4.425980560625892,0.41513166157456555
-50,-5,4.625211483057919,0.44921772518013486
-50,-4,4.739477429293569,0.447352402499674
-50,-3,4.907203505906145,0.46162198750728856
-50,-2,4.964049359274485,0.5621705941753841
-50,-1,4.968294839744209,0.5730894304848079
-50,0,4.984713803108956,0.5368502243637723
-50,1,5.018935932618431,0.5362048675222277
-50,2,5.071289020862947,0.43166378959066354
-50,3,5.075569942063195,0.44376557987378007
-50,4,5.050595296310316,0.544762087574639
-50,5,5.021544824140892,0.4823273442745832
-50,6,4.998496924559758,0.47568182647112495
-50,7,5.096779796735707,0.6390384495522615
-50,8,5.205983725209681,0.6383531103385485
-50,9,5.243473376161584,0.6277545891135206
-50,10,5.200881809307395,0.5876735368089476
-50,11,5.1062533288667815,0.5163551515686939
-50,12,5.105099551091861,0.49353358943920994
-50,13,5.09302616384546,0.5122630341964234
-50,14,5.1572486021001165,0.5483125528681816
-50,15,5.196728610874196,0.5528802995770259
-50,16,5.247755279291212,0.6029686182184676
-50,17,5.282383741925552,0.6395477605938715
-50,18,5.308331407315398,0.6307826822440712
-50,19,5.327401271801351,0.5576080180009704
-50,20,5.24126221522009,0.5259094201466958
-50,21,5.168571963667397,0.5813681668364785
-50,22,5.140040616067516,0.557234834044668
-50,23,5.115921209037385,0.5383064313773612
-50,24,5.087509933083156,0.5764200555383311
-50,25,5.055576743520864,0.6172327594036284
-50,26,5.05586378604323,0.6957518889596512
-50,27,5.046519021958729,0.7418161804197296
-50,28,5.065897563581985,0.7036666651135337
-50,29,5.0705407237984526,0.6389139621814662
-50,30,5.129347227119396,0.6554250991844499
-50,31,5.164993250428408,0.6959914885433671
-50,32,5.323382104866549,0.7706004410077901
-50,33,5.328359691100774,0.7504564525745004
-50,34,5.182903922124128,0.7174067773973755
-50,35,5.1021970140010735,0.6769225727674633
-50,36,5.126620032508408,0.6398737996983789
-50,37,5.198038086367535,0.6695945362173507
-50,38,5.2494166038869645,0.6449192793602938
-50,39,5.2080068677873115,0.6159189870570381
-50,40,5.166188561362434,0.613034931137053
-50,41,5.118520975630785,0.5650354556989772
-50,42,5.19083272610386,0.5463274369979731
-50,43,5.165719029839674,0.5656067603353032
-50,44,5.1083518655323115,0.5932730861285584
-50,45,5.201444071777443,0.5733596929684286
-50,46,5.277998996546019,0.6706056579436911
-50,47,5.233555654875048,0.7549750988091488
-50,48,5.2478954944825995,0.7519177494226198
-50,49,5.3542442094736975,0.7713052964341789
-50,50,5.444341928009664,0.7476857260953161
-50,51,5.479072330272839,0.7330322388259132
-50,52,5.448863871012364,0.8000455582699598
-50,53,5.391037935764889,0.8167538940599219
-50,54,5.420575924586361,0.8343666892004491
-50,55,5.410032510839209,0.8714080310110741
-50,56,5.324623722954479,0.903834412181579
-50,57,5.270665019241017,0.8543451205220467
-50,58,5.335732671628128,0.7952350896535109
-50,59,5.418465202142772,0.7892935091880718
-50,60,5.448236865542327,0.764881138821783
-50,61,5.4586603333182735,0.7793408597596729
-50,62,5.489052851193748,0.7916298574086745
-50,63,5.474971470512008,0.793098224579496
-50,64,5.448408634087703,0.8394371085170221
-50,65,5.388380134456693,0.828815878562609
-50,66,5.3620753613977685,0.82539449341237
-50,67,5.304860687466678,0.7770266516995726
-50,68,5.344762508834497,0.7663955776130791
-50,69,5.50176363031734,0.8823787397675836
-50,70,5.41507820890255,0.8070164471627626
-50,71,4.3016748338082715,0.6005658980427011
-50,72,4.3016748338082715,0.6005658980427011
-50,73,4.5499623532864755,0.6512532545295683
-50,74,4.613901290978454,0.6830435590957034
-50,75,4.751342015600737,0.6904612818873747
-50,76,4.715509496726204,0.7616081097449027
-50,77,4.587735596585729,0.8825278327592737
-50,78,4.554559802036402,0.8938892796126341
-50,79,4.533808471157768,0.8712283105939204
-50,80,4.459948179302666,0.7800377131353229
-50,81,4.57394091704083,0.8515674198744236
-50,82,4.634367858601829,0.870329813940576
-50,83,4.634804310586631,0.8359736684765949
-50,84,4.779696128911944,0.7853399882952291
-50,85,4.994358763834606,0.7509301987534713
-50,86,5.080602841623169,0.7714839243829593
-50,87,4.93953931369683,0.7368450390712444
-50,88,4.782570706492676,0.7477563349330606
-50,89,4.676381869364052,0.7481723720276899
-50,90,4.722228676336948,0.7625599870388602
-50,91,4.82676310845692,0.7453756221783806
-50,92,4.790170918810915,0.7886385913969379
-50,93,4.687653969411519,0.9118187761953107
-50,94,4.704355434169694,0.8986272866221101
-50,95,4.788175331828123,0.8428370724806211
-50,96,4.87391168863692,0.8138072792469305
-50,97,4.911189599015616,0.8343068700627047
-50,98,4.945650577647172,0.8595942701558951
-50,99,4.948230393807558,0.8626537498765696
-50,100,4.911597280342063,0.8529473951003288
-50,101,4.843639004635481,0.8469435278050135
-50,102,4.845353677321596,0.8222849085631176
-50,103,4.923235270475989,0.7461513093580994
-50,104,4.947230912080574,0.6957884761284387
-50,105,4.978379473732184,0.7156507310151081
-50,106,4.995886895770206,0.7162525079385068
-50,107,5.009476916203804,0.7292275175254564
-50,108,5.038276341462879,0.7525825244475278
-50,109,5.041296658145396,0.7418971367258339
-50,110,5.035954554857888,0.6962487943557467
-50,111,4.97789121256954,0.742377077584991
-50,112,4.875176574274173,0.8031268377621023
-50,113,4.817245124535422,0.8133974546401973
-50,114,4.730485229951608,0.759417844909934
-50,115,4.66898064503084,0.6991268907296844
-50,116,4.630830572962871,0.7383631160171632
-50,117,4.646016218686924,0.8335366306580827
-50,118,4.707282679342084,0.8263438146109215
-50,119,4.6722724952828285,0.7817733732001577
-50,120,4.683682671592171,0.7475148779495773
-50,121,4.743873629180973,0.7646988913970546
-50,122,4.746410070437458,0.8194460884116178
-50,123,4.760890915177848,0.930471329231388
-50,124,4.771369801824928,1.0359176819287979
-50,125,4.803199313925733,1.032329753074118
-50,126,4.768654012071286,1.00584204952478
-50,127,4.737389983006352,0.9917308034731191
-50,128,4.720914324443073,0.985266597413768
-50,129,4.655666030242893,0.9465027510699773
-50,130,4.645750968652967,0.956872572387569
-50,131,4.70505888755948,0.9997860230265754
-50,132,4.72729359134642,1.0055390967170852
-50,133,4.7084853879624635,0.9864817328658239
-50,134,4.678097188142484,0.9825027697881719
-50,135,4.64546555265757,0.9659152831730595
-50,136,4.5872054202887815,0.9311394860490751
-50,137,4.543615453309584,0.8877197700667518
-50,138,4.54938648427366,0.898815882726387
-50,139,4.559558194010837,0.8754894865174886
-50,140,4.544696385854514,0.8729377886722518
-50,141,4.498884134047224,0.879845346273867
-50,142,4.530388799860385,0.9225028179157388
-50,143,4.493608146165012,0.9527014933387118
-50,144,4.479378437634105,0.9118780426702828
-50,145,4.3964547345345135,0.9072323977000472
-50,146,4.328527405973654,0.8967089506794346
-50,147,4.360919734032093,0.8946600721260967
-50,148,4.389362669728738,0.8992037220169219
-50,149,4.396674609235724,0.8829375797784779
-50,150,4.333004054082083,0.8513102209890979
-50,151,4.250996867650867,0.818884664021161
-50,152,4.1931641651346485,0.7624394862106979
-50,153,4.206417837306369,0.7274810977401833
-50,154,4.193838487954912,0.7845036836443153
-50,155,4.203948612863666,0.7808702980329406
-50,156,4.20156263180152,0.7528313816502292
-50,157,4.196705873706069,0.7379256938777725
-50,158,4.209190413868882,0.7349378642656949
-50,159,4.232241524775697,0.7228244284511736
-50,160,4.198199775667565,0.6907953603640722
-50,161,4.15898470534345,0.6843301030708231
-50,162,4.142649934912304,0.7080910703200177
-50,163,4.132876057989269,0.726895074223672
-50,164,4.054897335251691,0.6914397168426704
-50,165,3.9091710494507335,0.5018881025793028
-50,166,3.843778832021072,0.3957604210917684
-50,167,3.843778832021072,0.3957604210917684
-50,168,3.843778832021072,0.3957604210917684
-50,169,3.843778832021072,0.3957604210917684
-50,170,3.843778832021072,0.3957604210917684
-50,171,4.363790153509822,0.8119037444688758
-50,172,4.363790153509822,0.8119037444688758
-50,173,4.363790153509822,0.8119037444688758
-50,174,4.362045145903142,0.7494627767271625
-50,175,4.362045145903142,0.7494627767271625
-50,176,4.296979091789112,0.6789561325643862
-50,177,4.2426084599961005,0.65294297814235
-50,178,4.239355010507697,0.65017326088151
-50,179,4.267010340404806,0.6623505062251114
-49,-180,4.263121142647195,0.5655175261929919
-49,-179,4.20006326970256,0.46140933486807784
-49,-178,4.0641211580657135,0.42810631242374014
-49,-177,3.997062992683469,0.4193194401221741
-49,-176,3.9492003619352736,0.4005456812306809
-49,-175,3.8146310420767486,0.3963942293779725
-49,-174,3.8341041796915465,0.33080568279342454
-49,-173,3.8003768170375025,0.3915357821037391
-49,-172,3.835558959102315,0.4124207978054231
-49,-171,3.863216811141299,0.4373458594570421
-49,-170,3.843785599635872,0.48625366853076807
-49,-169,3.7886160573183214,0.4579736344438483
-49,-168,3.8568882422638,0.42417073324637133
-49,-167,3.9685440255828626,0.41608246973334007
-49,-166,4.058837032943135,0.4950170147304216
-49,-165,4.066208704310912,0.5298217188338981
-49,-164,4.026059739586659,0.5443625629683954
-49,-163,3.9936361436000927,0.535303106444609
-49,-162,3.9958785316972816,0.5176207513993863
-49,-161,4.04228152124399,0.5675521806274236
-49,-160,4.155579744888865,0.6350157719604199
-49,-159,4.251697721170733,0.7199267497035313
-49,-158,4.297045649175145,0.7869382682664943
-49,-157,4.3134711450325804,0.7937192355968296
-49,-156,4.267449587603809,0.759995806514577
-49,-155,4.26511773007305,0.7499397247689966
-49,-154,4.30551333643721,0.7810968062715371
-49,-153,4.358676526243181,0.8055077881708361
-49,-152,4.373970520939668,0.8400641882972169
-49,-151,4.346287617578596,0.8479989220292138
-49,-150,4.368176664627164,0.8809203354084979
-49,-149,4.402373102818072,0.8560797025173806
-49,-148,4.451094291279589,0.8564552679081874
-49,-147,4.5221383497351635,0.8621937476711004
-49,-146,4.552821312772275,0.8629377898828133
-49,-145,4.577236201552365,0.8679847271488533
-49,-144,4.61881694967958,0.8625218010423765
-49,-143,4.666586952294061,0.8348175808414213
-49,-142,4.68182309681537,0.840820994036981
-49,-141,4.636452909624312,0.8662523241821217
-49,-140,4.591737151036408,0.8488896244478488
-49,-139,4.609163804926978,0.8419526155043664
-49,-138,4.650628963288921,0.8073628876533717
-49,-137,4.650709425562609,0.7739893808595522
-49,-136,4.664286171488989,0.8012019443022302
-49,-135,4.657498296895048,0.8409609959473668
-49,-134,4.62374542153068,0.8231256596946767
-49,-133,4.598488977093962,0.7714677599411309
-49,-132,4.651046491962314,0.7838289162567178
-49,-131,4.696386877071332,0.7935269069605424
-49,-130,4.714881108893897,0.8165247575793139
-49,-129,4.652655103324944,0.8020356936627403
-49,-128,4.648099841385568,0.7405182947644534
-49,-127,4.697209001475469,0.7125912668865086
-49,-126,4.726686933414668,0.7334801815065569
-49,-125,4.75186961316893,0.783509416242071
-49,-124,4.773254958162326,0.794431889293082
-49,-123,4.761439885679822,0.7851275168047274
-49,-122,4.742943147176108,0.728935451258647
-49,-121,4.73857967353154,0.7076674576275174
-49,-120,4.78616632040302,0.7505494427160065
-49,-119,4.814402863952397,0.7775546929736773
-49,-118,4.8241909799901155,0.7574145362477612
-49,-117,4.818275336623265,0.7474787930081238
-49,-116,4.836031955577726,0.7459224002186688
-49,-115,4.920047631791112,0.7414873792288673
-49,-114,4.984136621296292,0.747221958977109
-49,-113,5.0314225229892715,0.7376740319437389
-49,-112,5.064005824537611,0.6902242646060108
-49,-111,5.086894734379587,0.6413222967899092
-49,-110,5.133296753868526,0.6329524638940616
-49,-109,5.1536103721131274,0.618469424455746
-49,-108,5.156725450588857,0.5987086479794317
-49,-107,5.122647948497288,0.5762129811728112
-49,-106,5.138884899643884,0.6097022494331403
-49,-105,5.193071260335996,0.6650321403753516
-49,-104,5.212456624145817,0.6698670710718849
-49,-103,5.199379274285603,0.6421510679108009
-49,-102,5.1557915890977615,0.6222832521601236
-49,-101,5.118040725652524,0.6123128329807169
-49,-100,5.0729679351494354,0.605157431318595
-49,-99,5.043899811155297,0.6224348703668556
-49,-98,5.1381754795144685,0.6414285564621641
-49,-97,5.230932360017665,0.6572809729921358
-49,-96,5.251897826527449,0.6339458858257652
-49,-95,5.240722118602881,0.5594966615093003
-49,-94,5.196066439212316,0.48508044704985886
-49,-93,5.1832040221601705,0.44940045265341366
-49,-92,5.174919181953918,0.41697023302803543
-49,-91,5.219175574883834,0.4076533245245667
-49,-90,5.296858409335118,0.43757470736710075
-49,-89,5.3209342531489705,0.4565874812695343
-49,-88,5.2760669385885395,0.46809574862665526
-49,-87,5.177891931725453,0.4739009516413944
-49,-86,5.11589630986761,0.47891952836156937
-49,-85,5.13686022725214,0.4248275045429224
-49,-84,5.226209123804139,0.3709461336825878
-49,-83,5.31008364503278,0.36739571470273913
-49,-82,5.3248708152971735,0.3770628634338688
-49,-81,5.119346996425193,0.3712859710276529
-49,-80,4.6869069086679565,0.5809237563771155
-49,-79,4.090893058639304,0.6935190989260449
-49,-78,3.256510138815475,0.5847131379724476
-49,-77,2.3494998074883617,0.39050425805055183
-49,-76,1.766700646719975,0.3038987429926811
-49,-75,1.766700646719975,0.3038987429926811
-49,-74,1.766700646719975,0.3038987429926811
-49,-73,,
-49,-72,,
-49,-71,,
-49,-70,,
-49,-69,3.6447422363447743,0.6065798343166884
-49,-68,3.2370139093402854,0.6589845490436927
-49,-67,3.2370139093402854,0.6589845490436927
-49,-66,3.2370139093402854,0.6589845490436927
-49,-65,3.2658123623038593,0.6083480618998893
-49,-64,3.632433387156856,0.6770747337684865
-49,-63,3.632433387156856,0.6770747337684865
-49,-62,3.632433387156856,0.6770747337684865
-49,-61,3.632433387156856,0.6770747337684865
-49,-60,3.632433387156856,0.6770747337684865
-49,-59,3.632433387156856,0.6770747337684865
-49,-58,3.6732734788653914,0.6173916169899905
-49,-57,3.6669433992365223,0.5887012861770884
-49,-56,4.0112514442567635,0.709594994602193
-49,-55,4.051305578426235,0.6544963344697134
-49,-54,3.993187984332784,0.6481923087654362
-49,-53,3.733065646224635,0.668725399367885
-49,-52,3.494961476805744,0.6997652834528473
-49,-51,3.4137337370299896,0.6644298218758307
-49,-50,3.424473616020217,0.6813345107554974
-49,-49,3.4180952844008523,0.747234752455583
-49,-48,3.583961397314511,0.7236813758308516
-49,-47,3.859648952322997,0.6813550574609308
-49,-46,3.760271268590458,0.6817748220557893
-49,-45,3.6578298326775727,0.5832268745694305
-49,-44,3.853508216734217,0.5252399678841566
-49,-43,4.081523187647268,0.6329049236130752
-49,-42,4.230130926783133,0.6711070773540648
-49,-41,4.184642620647908,0.6111886281538847
-49,-40,4.020422900847745,0.5180836288071846
-49,-39,3.9811669610424776,0.46315164778568335
-49,-38,4.030883236957095,0.47427304381508856
-49,-37,4.084680762207769,0.5150788441769104
-49,-36,4.187088067465764,0.4588257103899932
-49,-35,4.233253439993621,0.429067943868675
-49,-34,4.2135991056723805,0.4384544857622892
-49,-33,4.275452232868087,0.427271058879699
-49,-32,4.390038905948604,0.4692588084653682
-49,-31,4.421216155920026,0.5384729052056793
-49,-30,4.4315977215498,0.5164423167674108
-49,-29,4.497668270863216,0.5240472941664366
-49,-28,4.504717818302618,0.5587737381295435
-49,-27,4.47642019096281,0.5291306498955417
-49,-26,4.468261280040986,0.4850155590404576
-49,-25,4.517681097120857,0.49422770260003207
-49,-24,4.573561103607597,0.5112493384732433
-49,-23,4.654254468544616,0.520552939203287
-49,-22,4.709826199282817,0.5594350473747692
-49,-21,4.740075754355953,0.605801578434326
-49,-20,4.682044246367457,0.5885814675798361
-49,-19,4.592878750005744,0.5738581206330783
-49,-18,4.5858057324174215,0.5040341566094668
-49,-17,4.633753644635564,0.46429246847037914
-49,-16,4.681124279685236,0.47436629774806255
-49,-15,4.681038787192174,0.4674107231457468
-49,-14,4.672128385290293,0.4520929436516496
-49,-13,4.693430190149636,0.4774842580749792
-49,-12,4.7432131955933405,0.5438479645558967
-49,-11,4.7172059396721355,0.5020111312769155
-49,-10,4.587433129354888,0.5064715783705795
-49,-9,4.41447579637471,0.4962967023770913
-49,-8,4.374977579853038,0.5267626887040469
-49,-7,4.356621423294646,0.4640824123544372
-49,-6,4.383610836085224,0.45145734845771823
-49,-5,4.582874695835542,0.45630943182343847
-49,-4,4.790788956760894,0.4685109787565123
-49,-3,4.863047346881592,0.5325866637318606
-49,-2,4.8372037076551,0.5940873243546495
-49,-1,4.873859523445457,0.6096849384104317
-49,0,5.047972689760918,0.7129244168180897
-49,1,5.029538002854343,0.619653391763092
-49,2,5.150569053448097,0.5955033054714142
-49,3,5.143887147896898,0.5618061482279162
-49,4,5.053140753982622,0.5803819745441244
-49,5,5.017119163441532,0.5588070878256679
-49,6,4.972989299394774,0.5586122178373585
-49,7,4.933652050363985,0.6112050757860812
-49,8,4.9860968274751745,0.5709040459755444
-49,9,5.122112801643242,0.5722729469746397
-49,10,5.060469597866256,0.5762934392945456
-49,11,5.031630440550979,0.5823054240855625
-49,12,5.054444396932194,0.5501132303217663
-49,13,5.107330649660099,0.5280843919235423
-49,14,5.1954889138321745,0.5460051622779979
-49,15,5.24067841522652,0.5393857181605659
-49,16,5.304094694607302,0.5741176256285243
-49,17,5.336635151900076,0.5572129109116735
-49,18,5.274756805796228,0.598029096956081
-49,19,5.244845876853424,0.6023614551373022
-49,20,5.20427116029396,0.57021361623087
-49,21,5.119065047471385,0.6027514433626575
-49,22,5.100970940917486,0.5838526883085504
-49,23,5.107614019178009,0.5755876806588831
-49,24,5.073787946840539,0.5736070263725992
-49,25,5.036938234677572,0.6150980091735577
-49,26,5.065417456293003,0.67885784916786
-49,27,5.122295588245743,0.7547526444985846
-49,28,5.121440367572937,0.7701638466619549
-49,29,5.12104559499703,0.7160860358911485
-49,30,5.133860348215916,0.6732838221979449
-49,31,5.229050805432204,0.6650672360443879
-49,32,5.222039852841357,0.6086598668297796
-49,33,5.192735182155497,0.6376483927858099
-49,34,5.046493585555647,0.6406978907149476
-49,35,4.908818800453186,0.6289767246928946
-49,36,4.898925408510038,0.641437138737839
-49,37,4.9842731651196495,0.6851438900736688
-49,38,5.093247326319633,0.6762020936732097
-49,39,5.099531764466029,0.6020089077866753
-49,40,5.048651163030712,0.596616220290692
-49,41,5.097261540742704,0.5936132406437467
-49,42,5.114429306399687,0.5889324958150559
-49,43,5.143900924205767,0.6123773837850761
-49,44,5.121562654454348,0.5433728021799608
-49,45,5.207781022797245,0.5625509762622529
-49,46,5.218391875753843,0.6259736429372531
-49,47,5.1623560182062,0.6542002085122025
-49,48,5.157858553697359,0.6641019485217383
-49,49,5.2344459101256975,0.6971104395485339
-49,50,5.330400102137326,0.7414480609608864
-49,51,5.395445390501668,0.8052125926546366
-49,52,5.332733248804232,0.7951418632031229
-49,53,5.278601488842929,0.757287240293665
-49,54,5.274788372705702,0.7451661600679523
-49,55,5.2240878247041165,0.7940228813315554
-49,56,5.142879930798752,0.85061448299683
-49,57,5.136376793780219,0.8540850546457123
-49,58,5.202525053547583,0.8215627728372437
-49,59,5.239173126475704,0.7617119553492302
-49,60,5.209803569454022,0.6640625532164517
-49,61,5.24604636534708,0.7055704617919584
-49,62,5.267484891168327,0.74360421871864
-49,63,5.255607940057384,0.751900801231007
-49,64,5.201854666635699,0.7084668414192807
-49,65,5.137502634922866,0.6900774803065342
-49,66,5.106853604038692,0.7054274198701113
-49,67,5.054595980044128,0.6775724340114008
-49,68,5.344762508834497,0.7663955776130791
-49,69,5.344762508834497,0.7663955776130791
-49,70,4.3016748338082715,0.6005658980427011
-49,71,4.3016748338082715,0.6005658980427011
-49,72,4.3016748338082715,0.6005658980427011
-49,73,4.2974630575154205,0.6101672384036947
-49,74,4.262372467204881,0.6736907270483048
-49,75,4.246680229969982,0.7402651630845031
-49,76,4.370504589018902,0.7460579012613922
-49,77,4.450844724676397,0.7427786060393715
-49,78,4.594770064590579,0.7933237138654456
-49,79,4.7055025878668175,0.7562614783879713
-49,80,4.669065991857995,0.6862746782762115
-49,81,4.642415743428432,0.6760293397826546
-49,82,4.628547916746093,0.6545106051096388
-49,83,4.8054412429825275,0.6282429653786937
-49,84,4.857946836631186,0.6199965231592861
-49,85,4.926855553014381,0.6403740829761844
-49,86,4.9157524453104715,0.6478692526865658
-49,87,4.810229156323658,0.6815991855362235
-49,88,4.69087812311072,0.7203664966234904
-49,89,4.707341065124047,0.738240846936687
-49,90,4.860021067507844,0.7917347701643633
-49,91,5.013103036883666,0.8316501413686433
-49,92,4.976221174936337,0.7894594050007677
-49,93,4.879142532727233,0.795460788859682
-49,94,4.860836015378702,0.8385741968348093
-49,95,4.846472074870369,0.8284517528619014
-49,96,4.856336056692292,0.7627596179073278
-49,97,4.876692948586354,0.7314158907404287
-49,98,4.900659570937002,0.771602572768648
-49,99,4.875797549061777,0.7833753084111019
-49,100,4.853633162169149,0.7662105035957815
-49,101,4.8111030736795115,0.767226463514321
-49,102,4.795429797415537,0.7712519961109625
-49,103,4.824958082452287,0.7453007183779599
-49,104,4.879750046977577,0.7197960316790379
-49,105,4.887519753491521,0.7067824429935211
-49,106,4.835492381437089,0.729753567015365
-49,107,4.809629448981138,0.7659086072457642
-49,108,4.868400115547573,0.7910498396763925
-49,109,4.84121304253168,0.7641628764855308
-49,110,4.7571052629049255,0.7167016825181657
-49,111,4.722307493045552,0.6712050775392169
-49,112,4.691954461392292,0.6894321506399909
-49,113,4.688179810491945,0.6765560919259431
-49,114,4.660887650239426,0.6398685911021722
-49,115,4.690637895950345,0.7016834358582075
-49,116,4.792121861444846,0.8416012618054601
-49,117,4.897314651379952,0.9541213725082208
-49,118,4.895013479294003,0.9289352376046311
-49,119,4.801462935340401,0.9133642189409705
-49,120,4.770271120791842,0.9010444818521434
-49,121,4.794659740835163,0.9178885387269262
-49,122,4.781221560532858,0.9284445079641644
-49,123,4.717574309751688,0.9869571778232643
-49,124,4.7058311325323885,1.0218276350819036
-49,125,4.716740426908137,1.0109545917876483
-49,126,4.781830882087279,1.0365289784800775
-49,127,4.776558311055952,1.0407111052473794
-49,128,4.729615776179308,1.03080590743531
-49,129,4.654375430336164,1.0094921763216784
-49,130,4.656260545898041,1.031095186143279
-49,131,4.693670055515232,1.0589665519549083
-49,132,4.7311600234140245,1.0690485555559028
-49,133,4.725726845848655,1.0602853480496455
-49,134,4.684248984836298,1.04539861386889
-49,135,4.64804151831204,1.017873279339156
-49,136,4.624206605133273,1.0000649571820794
-49,137,4.57833113326756,0.9696117691611312
-49,138,4.567569986080313,0.9237847966148292
-49,139,4.576624921791948,0.9043540448457728
-49,140,4.54162562867569,0.9038874913567015
-49,141,4.479224218219475,0.9103680542405727
-49,142,4.4592820461106735,0.9430466167121475
-49,143,4.391633650346979,0.9403071913477715
-49,144,4.327999313298223,0.915472613883808
-49,145,4.269547892825797,0.8956222432398844
-49,146,4.232615618928051,0.8357273967739075
-49,147,4.242219863218697,0.8139342721953317
-49,148,4.250967726445154,0.8368321750579277
-49,149,4.237519529058666,0.8394425970586774
-49,150,4.215001473835969,0.8018286454275333
-49,151,4.163954666385504,0.753652978366986
-49,152,4.082549873013417,0.7161546216112101
-49,153,4.003518204830396,0.6758208419664201
-49,154,3.979081961415321,0.6518629404355114
-49,155,4.014461699144537,0.6286165745109408
-49,156,4.057053075717362,0.6393128536968041
-49,157,4.077180447067591,0.670478012162685
-49,158,4.092619190622542,0.684066179977869
-49,159,4.086876895367197,0.6673784018725841
-49,160,4.063555511451764,0.6563992515216346
-49,161,4.014093793687783,0.6570041518578633
-49,162,3.943644213887541,0.6731840208810256
-49,163,3.842769504427846,0.6469471410337078
-49,164,3.734612845206825,0.5531790007704231
-49,165,3.73345492379812,0.4421635422970397
-49,166,3.725459836946497,0.367652796101839
-49,167,3.725459836946497,0.367652796101839
-49,168,3.725459836946497,0.367652796101839
-49,169,3.725459836946497,0.367652796101839
-49,170,3.968027463943448,0.41789701255915446
-49,171,3.968027463943448,0.41789701255915446
-49,172,3.968027463943448,0.41789701255915446
-49,173,3.968027463943448,0.41789701255915446
-49,174,4.172672969840392,0.5561727125594432
-49,175,4.172672969840392,0.5561727125594432
-49,176,4.172672969840392,0.5561727125594432
-49,177,4.107960149584153,0.480599657894388
-49,178,4.107960149584153,0.480599657894388
-49,179,4.267010340404806,0.6623505062251114
-48,-180,4.263121142647195,0.5655175261929919
-48,-179,4.120864496796547,0.3345899823111784
-48,-178,3.9729090733368873,0.32603875620085176
-48,-177,3.829077611304239,0.34081320133847204
-48,-176,3.624143301963527,0.35366422577084466
-48,-175,3.61471033903634,0.35823020882294315
-48,-174,3.671048874534111,0.3496147685018057
-48,-173,3.64966901878173,0.40528017983861786
-48,-172,3.702521726424228,0.4433400119788129
-48,-171,3.7227899717632176,0.4241368761101465
-48,-170,3.661477475484935,0.43041963604295486
-48,-169,3.6228798636359545,0.4462325306719812
-48,-168,3.687750181848639,0.43441157537972047
